category,question,answer,source_pages,article_no
หมวดศึกษาทั่วไป,วิชา MILITARY SCIENCE (90642096) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr125;ocr168;ocr241,
หมวดศึกษาทั่วไป,วิชา APPLIED THAI WISDOMS (90642097) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr169;ocr241,
หมวดศึกษาทั่วไป,วิชา ACTIVE AGING SOCIETY (90642099) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr169,
หมวดศึกษาทั่วไป,วิชา YOUTUBER (90642102) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr241,
หมวดศึกษาทั่วไป,วิชา LIVING IN DIGITAL SOCIETY (90642103) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr125;ocr170;ocr241,
หมวดศึกษาทั่วไป,วิชา DIGITAL STORYTELLING IN JOURNEY (90642106) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr125;ocr171;ocr241,
หมวดศึกษาทั่วไป,วิชา DIGITAL MEDIA PRODUCTION (90642107) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr126;ocr241,
หมวดศึกษาทั่วไป,วิชา DIGITAL PHOTOGRAPHY TECHNOLOGY (90642108) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(2-2-5)",ocr126,
หมวดศึกษาทั่วไป,วิชา INFOGRAPHIC DESIGN (90642109) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr126;ocr172;ocr241,
หมวดศึกษาทั่วไป,วิชา FUN WITH DATA SCIENCE (90642110) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr126;ocr172;ocr241,
หมวดศึกษาทั่วไป,วิชา FUN WITH AI (90642112) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr173;ocr241,
หมวดศึกษาทั่วไป,วิชา ROBOTICS AND AI (90642113) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr173;ocr241,
หมวดศึกษาทั่วไป,วิชา SMART FARMING (90642114) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr173;ocr241,
หมวดศึกษาทั่วไป,วิชา GREEN TECHNOLOGY AND ALTERNATIVE ENERGY (90642115) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr174,
หมวดศึกษาทั่วไป,วิชา SMART CITY AND INNOVATION (90642116) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr174;ocr241,
หมวดศึกษาทั่วไป,วิชา INFORMATION LITERACY SKILLS FOR THE 21st CENTURY (90642117) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr241,
หมวดศึกษาทั่วไป,วิชา APPLICATION SOFTWARE FOR BUSSINESS (90642118) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(1-2-3)",ocr175,
หมวดศึกษาทั่วไป,วิชา FROM EXCEL TO EXCELLENT (90642120) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr242,
หมวดศึกษาทั่วไป,วิชา INTRODUCTION TO MICROCOMPUTER APPLICATION (90642122) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr126;ocr175;ocr242,
หมวดศึกษาทั่วไป,วิชา TECHNOLOGY IN MUSICAL SEQUENCING (90642123) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr126;ocr176,
หมวดศึกษาทั่วไป,วิชา SCIENCE TECHNOLOGY AND SCIENCE INNOVATION FOR SDGS (90642124) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr242,
หมวดศึกษาทั่วไป,วิชา LIVING IN FUTURE DISASTER AND CRISIS (90642125) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr176;ocr242,
หมวดศึกษาทั่วไป,วิชา SURVIVORS (90642126) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr175;ocr177,
หมวดศึกษาทั่วไป,วิชา THINK EARTH (90642127) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr242,
หมวดศึกษาทั่วไป,"วิชา ECOLOGY, CONSERVATION AND ENVIRONMENTALISM (90642128) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?","เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr177,
หมวดศึกษาทั่วไป,วิชา ALTERNATIVE TOURISM (90642129) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr178;ocr242,
หมวดศึกษาทั่วไป,วิชา SPORTS TOURISM (90642130) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr242,
หมวดศึกษาทั่วไป,วิชา THAI CULTURE AND TOURISM (90642131) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr178,
หมวดศึกษาทั่วไป,วิชา KING MONGKUT'S REIGN STUDY (90642134) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr179,
หมวดศึกษาทั่วไป,วิชา PHILOSOPHY OF SUFFICIENCY ECONOMY (90642135) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr180,
หมวดศึกษาทั่วไป,วิชา ETHICS AND AESTHETICS (90642136) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr180,
หมวดศึกษาทั่วไป,วิชา SERIES IN DAILY LIFE (90642137) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr188;ocr242,
หมวดศึกษาทั่วไป,วิชา MEDITATION FOR LIFE DEVELOPMENT (90642138) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr181,
หมวดศึกษาทั่วไป,วิชา IMMUNITY OF MIND (90642140) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr127;ocr242,
หมวดศึกษาทั่วไป,วิชา PSYCHOLOGY IN COMMUNICATION (90642142) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128;ocr242,
หมวดศึกษาทั่วไป,วิชา DESIGNING YOUR LIFE (90642143) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128;ocr182,
หมวดศึกษาทั่วไป,วิชา MAGIC MIRROR (90642144) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128;ocr242,
หมวดศึกษาทั่วไป,วิชา POWER OF PERSONALITY (90642145) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128,
หมวดศึกษาทั่วไป,วิชา POWER OF CHANGE (90642146) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128;ocr182;ocr242,
หมวดศึกษาทั่วไป,วิชา HAPPINESS SKILLS (90642147) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128;ocr183;ocr242,
หมวดศึกษาทั่วไป,วิชา ARTS OF EMOTION DEVELOPMENT (90642148) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr183;ocr243,
หมวดศึกษาทั่วไป,วิชา IMAGINATIVE ART (90642149) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128;ocr183;ocr243,
หมวดศึกษาทั่วไป,วิชา ART IN EVERYDAY LIFE (90642150) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr184;ocr243,
หมวดศึกษาทั่วไป,วิชา MAN AND ART (90642151) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr243,
หมวดศึกษาทั่วไป,วิชา JOY OF SHARING (90642152) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr184;ocr243,
หมวดศึกษาทั่วไป,วิชา UNDERSTANDING HUMAN BEHAVIOR (90642153) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr243,
หมวดศึกษาทั่วไป,วิชา FAIL-ABLE (90642154) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr243,
หมวดศึกษาทั่วไป,วิชา FENG SHUI (90642156) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr185;ocr243,
หมวดศึกษาทั่วไป,วิชา THAI ASTROLOGY (90642157) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128;ocr186;ocr243,
หมวดศึกษาทั่วไป,วิชา COMTEMPORARY SCIENCE AND TECHNOLOGY (90642158) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr128,
หมวดศึกษาทั่วไป,วิชา INTRODUCTION TO PSYCHOLOGY (90642159) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr129;ocr186;ocr243,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER MANAGEMENT SKILL 1 (90643001) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 1(0-2-1)",ocr196;ocr244,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER MANAGEMENT SKILL 2 (90643002) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(0-4-2)",ocr131;ocr197,
หมวดศึกษาทั่วไป,วิชา THE DISRUPTOR (90643005) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr197;ocr245,
หมวดศึกษาทั่วไป,วิชา MODERN MANAGEMENT AND LEADERSHIP (90643006) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr198,
หมวดศึกษาทั่วไป,วิชา NEXT GEN LEADERSHIP (90643007) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr245,
หมวดศึกษาทั่วไป,วิชา SCIENCE OF NEGOTIATION (90643008) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr245,
หมวดศึกษาทั่วไป,วิชา CONTEMPORARY MARKETING (90643010) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr131;ocr199;ocr245,
หมวดศึกษาทั่วไป,วิชา TEAMWORK (90643012) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr245;ocr246,
หมวดศึกษาทั่วไป,วิชา INDUSTRIAL MANAGEMENT (90643013) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr199,
หมวดศึกษาทั่วไป,วิชา GENERAL BUSINESS (90643014) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr131;ocr245,
หมวดศึกษาทั่วไป,วิชา BUSINESS ACCOUNTING FOR NEW GEN (90643015) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132;ocr245,
หมวดศึกษาทั่วไป,วิชา FUN WITH ONLINE BUSINESS (90643016) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132;ocr245,
หมวดศึกษาทั่วไป,วิชา INTERNATIONAL BUSINESS (90643018) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132;ocr201;ocr245,
หมวดศึกษาทั่วไป,วิชา ECONOMICS AND ENTREPRENEURSHIP (90643019) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132,
หมวดศึกษาทั่วไป,วิชา INNOVATIVE ENTREPRENEURS (90643020) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr201;ocr245,
หมวดศึกษาทั่วไป,วิชา MODERN ENTREPRENEURS (90643021) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr202,
หมวดศึกษาทั่วไป,วิชา SOCIAL ENTREPRENEURS (90643022) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132,
หมวดศึกษาทั่วไป,วิชา HAPPINESS FARMS (90643024) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132,
หมวดศึกษาทั่วไป,วิชา ROAD TO IPO (90643025) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr203,
หมวดศึกษาทั่วไป,วิชา INVESTMENT PLANNING (90643026) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr203;ocr245,
หมวดศึกษาทั่วไป,"วิชา MAN, MONEY AND MATH (90643027) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?","เลือก, หน่วยกิต 3(3-0-6)",ocr204,
หมวดศึกษาทั่วไป,วิชา DIGITAL ECONOMY (90643029) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr204;ocr245,
หมวดศึกษาทั่วไป,วิชา GENERAL ECONOMICS AND PROJECT FEASIBILITY STUDY (90643030) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132;ocr205;ocr245,
หมวดศึกษาทั่วไป,วิชา CIRCULAR ECONOMIC LIFESTYLE FOR 21st CENTURY (90643031) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132;ocr246,
หมวดศึกษาทั่วไป,วิชา BCG ECONOMY IN ACTION (90643032) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr133;ocr199;ocr206;ocr246,
หมวดศึกษาทั่วไป,วิชา MANAGEMENT AND CREATIVITY (90643034) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr133;ocr246,
หมวดศึกษาทั่วไป,วิชา KNOWLEDGE MANAGEMENT FOR INNOVATION DEVELOPMENT (90643035) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr133;ocr206,
หมวดศึกษาทั่วไป,วิชา KNOWLEDGE MANAGEMENT FOR PROJECT MANAGEMENT (90643036) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr133;ocr207,
หมวดศึกษาทั่วไป,วิชา PUBLIC ADMINISTRATION AND PUBLIC POLICY IN THE 21st CENTURY (90643037) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr207;ocr246,
หมวดศึกษาทั่วไป,วิชา REBRANDING (90643038) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr208;ocr246,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 1 (90644001) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 1(0-2-1)",ocr133,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 2 (90644002) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(0-4-2)",ocr133;ocr211;ocr246,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 3 (90644003) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(0-6-3)",ocr134;ocr211;ocr246,
หมวดศึกษาทั่วไป,วิชา BASIC ENGLISH PRONUNCIATION (90644009) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr134,
หมวดศึกษาทั่วไป,วิชา DEVELOPMENT OF READING AND WRITING SKILLS IN ENGLISH (90644010) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr134,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR ACADEMIC PURPOSES (90644011) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr134;ocr212;ocr246,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR COMMUNICATION (90644012) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr212,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR COMMUNICATIVE WRITING (90644013) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr134;ocr246,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR PROFESSIONAL COMMUNICATION (90644014) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr212,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR FURTHER STUDIES (90644015) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr213,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR INDUSTRY (90644016) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr246,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR BUSINESS (90644017) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR MARKETING (90644018) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr214;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR MANAGEMENT (90644019) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr121,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR MADIA (90644020) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr134,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR PROFESSIONAL PURPOSES (90644022) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr214;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR WORK PREPATION (90644023) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr134;ocr215,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR TOURISM AND TRAVELLING (90644024) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr134,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR ARCHITECTURAL ARTS & DESIGN COMMUNICATION (90644025) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr215;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR ARCHITECTURAL ARTS & DESIGN PRESENTATION (90644026) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr136;ocr216;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR NARRATIVE WRITING (90644027) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr216;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR DESIGN (90644028) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr132;ocr135;ocr216;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR HEALTH PROFESSIONS (90644029) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(2-2-5)",ocr217;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR PUBLIC RELATIONS (90644030) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr217;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR SCIENCE AND TECHNOLOGY (90644031) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr247,
หมวดศึกษาทั่วไป,วิชา ENGLISH FOR AVIATION (90644032) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr217;ocr247,
หมวดศึกษาทั่วไป,วิชา WRITING AND SPEAKING IN THE PROFESSIONS (90644033) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr218;ocr247,
หมวดศึกษาทั่วไป,วิชา ENLISH SKILL DEVELOPMENT FOR LIFE-LONG LEARNING (90644036) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr219;ocr247,
หมวดศึกษาทั่วไป,วิชา CROSS CULTURAL COMMUNICATION (90644037) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr219;ocr247,
หมวดศึกษาทั่วไป,วิชา COMMUNICATION SKILLS THROUGH DEBATE (90644039) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr219;ocr247,
หมวดศึกษาทั่วไป,วิชา COMMUNICATION SKILLS THROUGH DRAMA (90644040) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr220,
หมวดศึกษาทั่วไป,วิชา ENGLISH FROM ENTERTAINMENT MEDIA (90644041) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr135;ocr220;ocr247,
หมวดศึกษาทั่วไป,วิชา PROFESSIONAL COMMUNICATION AND PRESENTATION (90644042) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr136,
หมวดศึกษาทั่วไป,วิชา PUBLIC SPEAKING (90644043) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr136;ocr220;ocr247,
หมวดศึกษาทั่วไป,วิชา BEST SPEECH (90644044) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr136;ocr221;ocr247,
